store_id,post_url,writer_id,main_text,tag,AD
101,https://www.instagram.com/p/CDYXGYSHZeV/,__suzynn,"#협찬 #광고
타코 너무 맛있엉 ????
.
.
#감성타코#건대맛집#건대밥집#건대데이트#건대입구역맛집#감성타코건대점","['협찬', '광고', '감성타코건대점', '맛집추천', '맛스타그램', '타코맛집', '멕시칸타코', '먹스타그램', '맞팔', '맞팔선팔환영', 'followforfollowback', 'fff', 'following', 'follow4like', 'likesforlike', 'selfie', '셀스타그램', '데일리룩', '일상', '오오티디']",1
101,https://www.instagram.com/p/CSdNIcrJGkK/,jihyeon980810,"광고) 연인과 즐기기 좋은 파히타!??
?
새우랑 고기가 만났는데 맛이 없을 수가 없징??
?
호불호 크게 안타고 먹을 수 있을 거 같아서 강추:)!!
?
?
주소) 서울 광진구
능동로13길 39 2층
?
#건대맛집 #건대가볼만한곳 #건대맛집추천 #건대고기집 #건대고기맛집 #건대데이트장소 #건대역맛집 #감성타코건대점","['건대맛집', '건대가볼만한곳', '건대맛집추천', '건대고기집', '건대고기맛집', '건대데이트장소', '건대역맛집', '감성타코건대점']",2
101,https://www.instagram.com/p/Cb0EDkGpMU7/,castle__min___,,[],0
101,https://www.instagram.com/p/CbxCK2xvVX_/,fooravel_kor,"_
#감성타코
#타코
#타코맛집
#감성그릴드파히타
#건대맛집
#건대입구역
#이국적인건대입구맛집
#먹스타그램","['감성타코', '타코', '타코맛집', '감성그릴드파히타', '건대맛집', '건대입구역', '이국적인건대입구맛집', '먹스타그램']",2
101,https://www.instagram.com/p/Cbv7rq-J5CQ/,metamjang,"#감성타코건대점 #감성타코 #화양동맛집
#건대입구역맛집 #건대맛집 #건대역맛집
언제가도 맛있는 #타코맛집
내 맘대로 만들어 먹을 수있어 더 좋은
#멕시코요리 ㅋㅋ
사실 부리또 타코 퀘사디아 파히타..
다 아무거나 때려넣구 대충 싸는 요리 같은 느낌이라..무슨 차이인지 잘 모르겠다 ㅋ
둘이오면 배찢어질 정도로 많았는데..
셋이오니 딱 맞다 ㅋ
사이즈가 다른 메뉴가 없어서..
둘이와도 셋이와도 저걸 시켜야해서 좀 불편했다 ㅋㅋ
그래도 맛있으니..어쩔수없이 오게된다 ㅋ
제 점수는 95점입니다^^","['감성타코건대점', '감성타코', '화양동맛집', '건대입구역맛집', '건대맛집', '건대역맛집', '타코맛집', '멕시코요리']",2
101,https://www.instagram.com/p/CbuUFIWgsZZ/,queen_arabeauty,"색감도 너무 이쁜 눈썹??
비대칭도 최대한 교정했어요.","['뚝섬한강공원', '뚝섬맛집', '뚝섬카페', '뚝섬', '강남카페거리', '기미제거']",2
101,https://www.instagram.com/p/CbluxJpl5ym/,miijuu.mogu,".
?? @gamsungtaco_konkuk #감성타코 (カムソンタコ)

韓?風メキシカン料理??

１つのプレ?トに色?入ってるので飽きる事なく食べれます!
海老もプリプリしててめっちゃ美味しかった♡
.
コンデ店の他にもホンデやカンナムにも店?があります
.
?? 서울 광진구 능동로13길 39 2층 감성타코
건대입구역(コンディック?)3番出口徒?8分
.
#メキシコ料理 #タコス #美味しいお店 #타코 #파히타 #건대맛집 #いいね返し #좋아요반사","['감성타코', '타코', '파히타', '건대맛집', '좋아요반사', '맛집', '맛스타그램', '먹스타그램', '건대', '한국유학', '한국유학생']",2
101,https://www.instagram.com/p/Cbku6xxJ93m/,rabbit_seoul,"감성타코.
유명한 곳은 이유가 있다. ??????♡?",[],2
101,https://www.instagram.com/p/CbjOA1ClxFW/,muk_zzang212,"<감성타코>
맛있는데 먹다보니 얼큰한 국물 생각나는
어쩔 수 없는 나는 한국인인가벼
.
.
.
.
#건대맛집 #건대카페 #감성타코 #건대입구맛집 #맛집 #맛집스타그램 #맛 #먹 #먹스타그램 #먹스타맞팔 #먹스타 #좋아요 #좋반 #좋테 #좋아요테러 #좋 #타코맛집 #타코 #점심추천","['건대맛집', '건대카페', '감성타코', '건대입구맛집', '맛집', '맛집스타그램', '맛', '먹', '먹스타그램', '먹스타맞팔', '먹스타', '좋아요', '좋반', '좋테', '좋아요테러', '좋', '타코맛집', '타코', '점심추천']",2
101,https://www.instagram.com/p/CbhYQFppiVn/,dreameelife,"오호 잘 찍었는데 ?
拍照?是?拍的好??",[],2
101,https://www.instagram.com/p/Cbc2ECgh0PF/,mijin4_19,뿌,"['데일리', '일상', '일상스타그램', '셀스타그램', '셀카', '좋아요', '인친', '소통', '일상소통', '팔로우', '오오티디', 'ootd', 'follow', 'followme', 'insta', 'instagram', 'like', 'daily']",2
101,https://www.instagram.com/p/CbZtMyELTUa/,yeeeooonn,"념념

#감성타코 건대맛집",['감성타코'],2
101,https://www.instagram.com/p/CbXqJsIvh2F/,,맛있어서 눈물????????#살찌는건맛있어#먹스타그램#감성타코#먹방,"['살찌는건맛있어', '먹스타그램', '감성타코', '먹방']",2
101,https://www.instagram.com/p/CbPbNf5v_kB/,jmin.w.92,"#감성타코 한 번도 안가본 사람은 있어도 한 번만 간 사람은 없는거 같아요!

건대??#감성타코건대점

저는 #해산물파 라서 #쉬림프콤보파히타 로 먹었어요
알캉하고 탱글한 새우 식감과 육즙 가득 스테이크를 같이 넣고 같이 나온 소스를 #또띠아 에 싸 먹으면 맥주가 절로 당기는 맛인거 같아요??

2인분이라고 돼 있는데 양이 어찌나 많은지 다 못 먹고 남기고 왔어요??
팟을 계속 데워가면서 먹기 때문에 식지 않고 너무 좋았고 #데이트코스 로 딱 인거 같아요!

??위치 감성타코건대점
서울 광진구 능동로13길 39 2층 감성타코
?오후12시부터 오후 10시까지
??쉬림프콤보파히타_36,000원

#건대맛집 #건대술집 #건대맛집추천 #서울맛집 #광진구맛집 #먹방 #존맛탱 #푸드스타그램 #멕시칸음식 #타코맛집 #데이트장소 #데이트추천 #다이어트 #다이어터 #맛있으면0칼로리 #직장인 #자취 #자취스타그램 #자취러 #그로커 #그로커챌린지 #그로우커넥트","['감성타코', '감성타코건대점', '해산물파', '쉬림프콤보파히타', '또띠아', '데이트코스', '건대맛집', '건대술집', '건대맛집추천', '서울맛집', '광진구맛집', '먹방', '존맛탱', '푸드스타그램', '멕시칸음식', '타코맛집', '데이트장소', '데이트추천', '다이어트', '다이어터', '맛있으면0칼로리', '직장인', '자취', '자취스타그램', '자취러', '그로커', '그로커챌린지', '그로우커넥트']",2
101,https://www.instagram.com/p/CbKSpYVP-fe/,syusuri_j,"비쥬얼로 이미 합격????
#감성타코건대점 #건대맛집","['감성타코건대점', '건대맛집']",2
101,https://www.instagram.com/p/CbKBGGqroH7/,yang._.yammy,"[감성타코 건대점]

어스름이 내린 2층 공간.
나는 모든 감각을 집중했고,
오롯이 그 것을 느낄 수 있었다.

스테이크, 칠리소스, 스파이스 포크, 까르니따스. 이들이 또띠아와 뒤엉켜 파히타로서 내 입안을 감쌀 때, 나는 비로소 행복을 맛보았다 느꼈다.

그러다 이와 상반된 밝은 그 것에 집중하게 되었다. 저크치킨과 두 가지 치즈, 캐러멜 양마까지. 양상추와 살사, 파인애플이 또띠아 위에서 나뒹굴뿐이었다.

이들을 기억하고 잊지 않겠다.
아니 잊지 못할지도 모르겠다.
배고픈 나를 위로해준
어느 초봄에 뜨거운 멕시칸이었음을.
.
.
.
.
.
감성타코에는 역시
감성글귀...
.
.
.
.
.
#감성타코","['감성타코', '감성타코', '감성타코건대', '감성타코파히타', '파이타', '건대멕시칸', '건대', '멕시칸', '건대맛집', '멕시칸맛집', '먹스타그램', 'eatstagram', 'foodstagram']",2
101,https://www.instagram.com/p/CbCpqbUhcHj/,jinkyu1125,#감성타코 #mexicanfood,"['감성타코', 'mexicanfood']",2
101,https://www.instagram.com/p/Ca3USS-PjT9/,pyoni__foody,"#감성타코
1일3타코 쌉가능?! 쌉가능!!
감성파히타,퀘사디아 표니가 젤루
좋아하는 조합인데,, 하얀 또띠아에
도톰한 소고기 참치같은 식감의 풀드포크
매콤 짭짤한 돼지고기랑 새우 그리고
달큰한 양파까지 올리고 새콤한 요거트
소스랑 크리미한 치폴레소스 찍어먹으면
세상 눈뒤집어 지는맛,,,미쳐벌여 후하
아차 타르타르 소스도 엄청 맛나요??

그리고 퀘사디아는 초록색 소스가 시금치
로 만든 소스여서 초록초록한 맛인데
뭔가 깊은맛이 나서 짭쪼름한 고기맛을
잘 잡아줘서 굉장히 조화로운 맛이에요!
겉바속촉의 끝판왕!!!!??????

@나랑감성타코 갈사람 당장 구해야하는
각인데,,갈사람 있나효?!????",['감성타코'],2
101,https://www.instagram.com/p/CapSRXUFMOd/,go0d.place_,????????,"['인스타그램', 'instagram', 'instagood', '선팔', '맞팔', '피드채우기', '03', '선팔하면맞팔', '데일리', 'friends', 'follow', 'like4like', 'likeforlikes', 'followforlike', 'follow4followback', 'likeforfollow', '좋반', 'like4likes', 'daily', '데일리', 'ootd', '일상', '좋아요', '좋아요반사', '부동산', '분양', '천안자이타워', '다산신도시', '갈매신도시']",2
101,https://www.instagram.com/p/CaoEp8eJGbu/,m_771200,백수기념#감성타코#건대맛집,"['감성타코', '건대맛집']",2
101,https://www.instagram.com/p/CahPJnWpWWI/,baesoojin,행복해욤??,"['건대', '건대맛집', '감성타코', '타코', 'daily', '일상', 'self', 'selfie']",2
101,https://www.instagram.com/p/CagnfAShuGR/,0130.03_namgyho,,[],0
101,https://www.instagram.com/p/Caey93wF6Ha/,lsh_byul,?? 감성 그릴드 파히타 ??,[],2
101,https://www.instagram.com/p/CaZaTzvB7nh/,alexblue0410,좋은 타코 집이었다,[],2
101,https://www.instagram.com/p/CaSIpHRP8yh/,sageingn,": #감성타코 #감성그릴드파히타 #자메이카저크치킨퀘사디아
여러 메뉴가 있었지만 다 제끼고 당당히 치팅의 시작을 알린 감성타코…. 대존맛…","['감성타코', '감성그릴드파히타', '자메이카저크치킨퀘사디아', '치팅데이', '다이어터', '눈감아', '다이어트', '치팅', '타코', '감성타코건대점', '존맛', '파히타', '건대', '건대먹자골목', '건대맛집', '타코맛집', '새우', '졸업식', '건대맛의거리', '건국대', '자양동', '화양동', '광진구맛집', '세종대맛집', '멕시칸음식', '일상', '소통', '맞팔', '먹잘알']",2
101,https://www.instagram.com/p/CaQlwa5BIc5/,daily._.foodly,#감성타코 #건대 #타코맛집 #감성타코건대 #타코 #존맛 #데이트코스 #데이트맛집 #데이트맛집추천 #음식 #음식스타그램 #맛집 #맛스타그램 #맛집추천 #맛집공유 #의정부맛집 #의정부맛집추천 #푸드그램 #오늘의점심 #오늘의저녁 #오늘의식사,"['감성타코', '건대', '타코맛집', '감성타코건대', '타코', '존맛', '데이트코스', '데이트맛집', '데이트맛집추천', '음식', '음식스타그램', '맛집', '맛스타그램', '맛집추천', '맛집공유', '의정부맛집', '의정부맛집추천', '푸드그램', '오늘의점심', '오늘의저녁', '오늘의식사']",2
101,https://www.instagram.com/p/CaGqlORh606/,suinn98,건대 감성타코,[],2
101,https://www.instagram.com/p/CZ650O0FWw3/,03.11c,조오타 ??,[],2
101,https://www.instagram.com/p/CZ1cEGylq5M/,hyunjune_2209,"간만에 타코 맛있었당

#감성타코
#건대입구","['감성타코', '건대입구']",2
101,https://www.instagram.com/p/CZ1GrXgvOnS/,luv_ing0ng,"빼빼로 안주는줄 알구 삐졌던 내자신 머쓱 ??

#물질적인여자 #극한직업 #융잉궝 #헤헤 #♥?
2020.11.12","['물질적인여자', '극한직업', '융잉궝', '헤헤']",2
101,https://www.instagram.com/p/CZnaI5BBgXx/,muk_go36,#먹방인재 #계양산원헌드레드 #감성타코 #감성타코건대점 #타코맛집 #브리또맛집 #파이타맛집 #타코 #브리또 #파이타 #건대맛집 #건대타코 #맛집 #먹방 #서울타코맛집,"['먹방인재', '계양산원헌드레드', '감성타코', '감성타코건대점', '타코맛집', '브리또맛집', '파이타맛집', '타코', '브리또', '파이타', '건대맛집', '건대타코', '맛집', '먹방', '서울타코맛집']",2
101,https://www.instagram.com/p/CZlJgFLveY_/,yyeeji_,"??
#환승연애 보고
타고 먹고 싶어서
연애때 먹었던 #감성타코 먹으러??
너무 맛있어서 흡입??","['환승연애', '감성타코', '감성타코건대점', '타코맛집', '건대맛집', '건대카페', '건대술집', '건대데이트', '데이트장소추천', '신혼부부', '신혼스타그램', '예하커플']",2
101,https://www.instagram.com/p/CZjxgCJJGhy/,nadia__high,??,"['followerstagram', 'follower4follower', 'followerforfollower', 'followme', 'instagram', 'like', 'like4likes', 'photography', 'photo', '팔로우', '팔로우늘리기', '팔로우환영', '좋아요', '좋아요반사', '좋반', '셀카', '사진', '감성타코', '건대', '건대맛집']",2
101,https://www.instagram.com/p/CZetUNBJgYn/,only_food_photoo,"태어나서 처음목어본 타코.
예전에 맥시코 음식은 먹어본적 있었는데, 개인적으로 너무 맛없어서 맥시코 음식에 거부감이 있었는데, 없어지게 해준곳이다.
가격은 38,000?으로 좀 많이 나가지만 아깝지 않았다. 대전에도 이런 식당이 생겼으면 좋겠다…
-
-
-
#감성타코",['감성타코'],2
101,https://www.instagram.com/p/CZRZ3SYJvB8/,je_ella_,,[],0
102,https://www.instagram.com/p/CW71ANKJHye/,yummy._.hwanyi,"로니로티
주소: 서울 광진구 아차산로 225

건대입구에 있는 양식맛집입니다! 이곳은 특이하게 스테이크만이 아니라 스테이크와 샐러드를 한 메뉴로 같이 팔아요! 고기 질도 나쁘지 않고 샐러드 위에 치즈가 가득 뿌려져서 나오는데 샐러드가 양이 엄청나게 많아요?? 근데 정말 맛있는 샐러드에요?? 파스타도 정말 맛있어요 ㅎㅎ 가성비도 괜찮은 편에 속합니다. 사진을 보니 또 가고 싶네요,,??
#로니로티","['로니로티', '맛집스타그램', '맛스타그램', '맛있다그램', '먹스타그램', '먹방', '술스타그램', '오늘뭐먹지', '야식', '꿀맛', '존맛', '존맛탱', '핵존맛', '먹스타그램', '먹스타', '먹스타맞팔', '먹팔', '먹스타그램맞팔', '선팔하면맞팔', '먹팔', '먹팔해요', '먹팔환영', '먹팔하면맞팔', '먹팔맞팔', '서울맛집', '서울카페', '건대맛집', '건대카페', '스테이크맛집', '샐러드맛집', '파스타맛집', '로니로티건대점']",2
102,https://www.instagram.com/p/B23p3NHl7Yu/,jmtgramm,"??로니로티
?
목살 스테이크 샐러드 ????????????????????
서가앤쿡이랑 비슷한 맛인데 새콤한 양파가 있어서 질리지않고 먹을 수 있어요??
?
마르게리따 피자????????????????????
피자중에 제일 맛있어요! 치즈를 듬뿍 올려줘서 따뜻할 때 먹어야 맛있더라구요??
?
?
?
?
?
?
#jmt만올리는먹스타그램 #먹스타그램 #건대 #건대맛집 #건대입구맛집 #건대맛집추천 #로니로티 #목살스테이크 #마르게리따피자 #먹스타맞팔 #좋아요반사 #좋반 #일상 #소통 #소통환영 #맞팔선팔환영","['jmt', '맞팔선팔환영']",2
102,https://www.instagram.com/p/CXzdyyRBQWD/,muk_cafe,"#로니로티
??서울 광진구 아차산로 225 단산화빌딩 3층

#갈릭삼겹살스테이크샐러드 - 13900
#해산물토마토스파게티 - 11900

#건대가성비맛집 #로니로티건대점 에 다녀왔어용??
요긴 #건대입구역 1번출구 바로 앞에 있어서 접근성이 너무 좋아용??
#주차 는 주변 유료주차장이나 건너편 설빙 옆 1층 주차장에 하시면 1시간 무료지원됩니다??

매장 내부는 넓직하고 자리도 많았어요!!
요즘에는 웨이팅 없이 바로 들어가는것같더라구요
저희도 바로 입장??

요기는 진짜 가성비 갑 식당인데 예전보다 가격이 조금 오르긴 했지만 여전히 가성비 갑이더라구요????

저희는 갈릭삼겹스테이크랑 토마토해산물파스타 주문!!
요기는 양이 진짜 많아서 하프메뉴들이 있는데 요 하프메뉴들도 양이 진짜 많아요????
저희는 둘다 하프메뉴 시켰는데도 배 터질뻔

갈릭스테이크는 소스도 너무 맛있고 부드러웠어요??
또 샐러드도 엄청 수북하게 나와서 샐러드러버인 저희는 넘나 좋았어요????
소스도 넘 잘어울리고 위에 치즈도 jmt..??
담에 가면 요 갈릭삼겹스테이크샐러드는 원플레이트로 시키려구용!!

해산물토마토스파게티는 무난무난하게 맛있었어요!!
새우,오징어,조개 등 해산물이 들어있고 소스가 진짜 듬뿍듬뿍 있어서 마지막까지 촉촉하게 소스와 함께 먹을수 있어서 좋았어용????

건대에서 가성비맛집 찾으시는 분들 추천드립니다!!

#건대입구역맛집 #건대로니로티 #스테이크 #삼겹스테이크 #삼겹살스테이크 #갈릭삼겹살 #갈릭삼겹살스테이크 #파스타 #토마토파스타 #먹스타맞팔 #해산물파스타 #스파게티 #토마토스파게티 #해산물토마토파스타 #샐러드 #스테이크샐러드 #건대맛집 #먹팔 #건대입구 #건대입구맛집 #건대맛집추천 #맛집 #맛집추천","['로니로티', '갈릭삼겹살스테이크샐러드', '해산물토마토스파게티', '건대가성비맛집', '로니로티건대점', '건대입구역', '주차', '건대입구역맛집', '건대로니로티', '스테이크', '삼겹스테이크', '삼겹살스테이크', '갈릭삼겹살', '갈릭삼겹살스테이크', '파스타', '토마토파스타', '먹스타맞팔', '해산물파스타', '스파게티', '토마토스파게티', '해산물토마토파스타', '샐러드', '스테이크샐러드', '건대맛집', '먹팔', '건대입구', '건대입구맛집', '건대맛집추천', '맛집', '맛집추천']",2
