"#감성타코 (건대)
_
??총평??
또띠아나 소스가 떨어지면
직원분들이 센스있게 돌아다니시면서
채워주시니 너무 편하고 좋았어요.
인테리어가 웅장하고 좌석이 많아
단체로 와도 좋을 것 같고
"#협찬 건대 <감성타코>

?감성 그릴드 파히타 38,000원
?자몽/청포도 에이드 각 6,000원

역시 변함없이 맛있네요 감성타코~
파히타 내용물도 푸짐하고
새우도 오통통한게 또띠아에 모두 때려넣고
싸먹으면 진짜진짜 짱짱맛????
맥주가 진짜진짜 땡기는 맛?

또띠아도 계속 무료로 리필되고
마구마구 싸먹음요..
샤워크림에 양배추샐러드 같이 넣어서
먹으면 징짜 너무 맛있어요??

작년에 왔을땐 맥주에 먹었는데..
아쉬운대로 에이드 주문해서 먹었어여..
근데 기대 이상의 에이드??
자몽, 청포도 과일향도 진하구
톡톡 쏘는 맛이 술 못드시는 분들에겐
함께 먹기 좋은 음료인거같아요??

맥시칸 음식 땡길때 자주 찾아와야게써요!

? @gamsungtaco_konkuk

#감성타코 #감성타코건대 #건대맛집 #건대타코 #건대밥집 #건대데이트 #건대입구맛집 #건대술집 #건대맥주 #건대핫플",1
"#협찬 건대 감성타코
???감성그릴드파히타(38,000), 과카몰리 쉬림프 퀘사디아(14,000)

멕시코 음식을 제대로 맛볼 수 있는 이 곳, 건대 감성타코에 다녀왔습니다!

1??감성그릴드파히타는 그릴드스테이크, 칠리새우, 스파이시포크, 까르니따스(튀긴 고기)로 이루져있어요! 또띠아에 새우, 고기, 양배추, 할라피뇨가득 넣고 소스 찍어먹으면 이 조화로운 맛이 바로 멕시코의 맛~!
또띠아가 부족할 때 쯤 종업원분이 테이블로 오셔서 또띠아를 리필해주시니 양껏 먹을 수 있어요!

2??과카몰리 쉬림프 퀘사디아
통통한 새우와 치즈가 듬뿍 들어가있는 퀘사디아~! 과카몰리 소스는 따로 나오는데 찍먹해서 먹으면 과카몰리의 부드러운 맛과 퀘사디아의 맛이 넘 잘어울려서 맛있오요?? 치즈가 듬뿍 들어가있는데 느끼하지도 않고 넘넘 맛있더라구요????

매장도 넓도 분위기도 상호명대로 감성있어서 모임, 데이트로도 좋을듯합니다!

주소 : 서울 광진구 능동로13길 39 2층

#감성타코 #건대감성타코 #감성타코건대점 #건대밥집 #건대맛집 #건대역맛집 #타코맛집 #건대가볼만한곳 #건대타코 #건대입구역맛집 #건대술집",1
"#협찬 #광고
타코 너무 맛있엉 ????
.
.
#감성타코#건대맛집#건대밥집#건대데이트#건대입구역맛집#감성타코건대점",1
,0
,0
,0
,0
,0
,0
"건대 맛집은 또 못 참지,,,

건대입구에 위치한 로니로띠??

#로니로티 #건대맛집 #건대 #건대입구맛집 #건대놀거리 #서울맛집 ##양식 #데이트코스 #스테이크 #스테이크맛집 #맛집추천 #맛스타그램 #맛스타 #맛스타그램?? #맛집스타그램 #소통 #안주 #존맛탱 #음식스타그램 #음식 #먹팔 #먹팔맞팔 #먹팔해요 #먹팔환영 #음식사진 #협찬환영 #레스토랑 #건대놀거리 #샐러드맛집 #존맛탱",1
"건대 호야초밥 모르는 사람 간첩!!
하이 클래쓰의 연어+광어+참치??

?? #호야초밥
특초밥 18,000 (12p)
연어+광어 사시미 33,000

[특 초밥 구성] 참치2, 선어3, 연어2,
연어 뱃살1, 간장 새우2, 장어1, 전복1 (총12P)

???? 연어랑 참치 간장새우 진짜 맛있어요~
밥 양이 많다 느낄 수 있지만 회가 겁나 두툼!!
두툼 + 신선하고 고소한 기름이 좔좔 흘러요
간장 새우살은 완전 탱글하고 달큰~??

아 맛있다, 초밥 최고??

바로 맞은편 주차장 큰~ 곳으로 이전했어요 !!
자리도 짱 넓어지고, 주차 2시간 무료??

#초밥 #건대초밥맛집 #연어맛집 #참치맛집",1
,0
,0
,0
,0
,0
,0
"건대입구역 1번출구에서 가까운 중국집 건대 뽕사부에 다녀왔어요 크림짬뽕 그리고 유린기를 먹고왔어요

#협찬 #블로그협찬
#건대입구역맛집 #건대역맛집 #건대중국집 #건대술집 #뽕사부 #뽕사부건대점 #건대뽕사부",1
,0
,0
"?
?
?
?
?
?
?
#소신이쏘
?서울 광진구 아차산로31길 9-1 2층
건대입구역2번 출구에서242m
?
?
?
?? 건대 크림갈비찜 맛집 ‘소신이쏘’
맛에 반하고, 비주얼에 반하고, 친절함에 반한 곳.
게다가 깔끔하고 위생적이어서 더 좋았던 곳!!!!
협찬이지만 여긴 내돈주고 꼭 다시 올래요..♥?♥?
?
_
크림소갈비찜(1인분)_14,500
매콤~한 갈비찜과 부드러운 크림의 조합!!
매운맛도 5단계라 취향대로 선택할 수 있다.
먼저 좀 끓이다 당면, 떡 익으면 먼저 후루룩??
당면 한입 먹는데 세상 꾸덕꾸덕 매콤크리미 난리...
먹자마자 진실의 미간 바로 튀어나왔고요ㅋㅋㅋㅋㅋ
갈비살은 저세상 부드러움 결대로 그냥 슈루룩 찢어짐.
나 이렇게 부드러운 건 처음이라 놀라??????
아참 당면이랑 떡은 무한이니 마음껏 즐기셔요:)
?
_
콘치즈버터_3,000
갈비찜에 사이드로 추천드리는 콘치즈버터??????
아니 이거 중독성 갑 오브 갑ㅋㅋㅋ( /)w(\?)
고소하고 버터한 풍미에 옥수수도 씹히는 식감이 예술!
게다가 치즈는 완전 부드럽게 슈루루룩 넘어감...
여기에 갈비 한점 올려서 먹으면 환상의 열차 탑승.
10번 시킬 수는 없을까요..? 달달고소느끼 최고야
?
_
주먹밥_3,000
주먹밥을 이렇게 예쁘게 주시면 만들기 아까워요.
재료도 다양하게 들어가서 맛+식감 다 잡은 주먹밥.
동글동글 만들어서 갈비찜+콘치즈 올려먹어도,
그냥 매운크림국물 넣고 비벼먹어도 세상 존맛??????
?
?
_
맛도, 비주얼도, 위생도 너무 좋았지만
무엇보다 좋았던 건 직원분의 친절함...
직원분이 정말 역대급 친절함이었다?? .? ??
먹기 전, 먹는 도중, 먹고난 후 다 완벽한 서비스.
그래서 들어오고 나갈 때까지 내내 기분 100%
쿠폰 스탬프 다 찍으러 올게요...??
?
?
?
?
?
?
?
?
?
?
?
#협찬 #갈비찜 #크림갈비찜 #소신이쏘건대점 #건대맛집 #건대맛집추천 #야식 #소갈비찜 #갈비찜맛집 #건대점심 #건대밥집 #먹스타그램 #먹스타 #오늘뭐먹지 #음식사진 #메뉴추천 #좋아요반사 #맞좋아요 #좋반 #먹스타맞팔 #선팔하면맞팔#건대핫플 #건대데이트 #건대술집 #건대핫플레이스
?",1
"#협찬 두번째방문! 건대맛집 #소신이쏘 에 다녀왔어요?? 매콤크림갈비찜이 존맛탱인 곳!! 치즈추가 필수에 주먹밥 계란찜까지 필수 아시죠~? 정말 여기는 너무맛있어서 내돈내산의향 100%입니다 ㅠㅡㅜ 신촌점에도 있어서 신촌놀러갈때도 가야겠어요~??

사장님도 너무친절하시고, 매장도 아늑하고 음식도 최고로 맛있으니 이보다 더 완벽할순 없습니다?? 오늘도 잘먹었습니당??

#소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_",1
"??건대 #소신이쏘 #협찬
돼지갈비찜은 많이 먹어봤는데 소갈비찜은 처음 먹어봐요!!!
크림이랑 매운맛이랑 고민하다가 스트레스 풀기 위해 선택한 매운소갈비찜!!??
처음에 생각보다 매워서 아 크림먹을까 했는데,, 먹다보니 안매웠어요
금방 사라지는 매운맛이랄까?¿??
고기는 약간 장조림 완전 부드러운 버전!!??
쫠깃하고 부드러워서 계속 먹게돼요... 존맛탱...
??그리고 당면,떡 사리 무한리필인데 당면...처돌이...여기서 당면만 먹고 갈 수 있...??
꼭 추가하세요 꼭!!!
그리고 먹고 싶은 사이드가 많아서 에라 모르겠다~ 일단 다 시켰어요ㅎㅎㅎ 시키고 나서 살짝 후회,,,
양 왜케 많은거죠...행복하게...주먹밥이...공기밥 두갠줄??
계란찜도 양 엄청 많고..??콘치즈버터는 마요네즈보다 찐치즈라 너무 행복했어요??????
신촌점에서 유명하다던데 다음엔 크림소갈비찜 내돈내산해볼게요??
.
.
.

#소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집",1
"#협찬 [소신이쏘(건대)]
?
?? 매운 소 갈비찜 1人 14000
?? 계란찜 4000
?? 콘치즈버터 3000
?
건대에 있는 소갈비찜 맛집 소신이쏘에 다녀왔어욤! (신촌 지점도 있대용)
저는 매운 소갈비찜으로 골랐는데 맵기를 1-5단계를 고를 수 있어요! 맵찔이 친구가 있어서 2단계로 먹었는데 맵찔이 친구도 뇸뇸하더라구요.????
고기도 질기지 않고, 당면이랑 떡이 간이 잘 배여서 맛있었어요.????????
사이드로 계란찜과 콘치즈버터를 시켰는데 보글보글 끓으면서 나오고 소갈비찜과 잘 어울렸어요! 그리구 후식으로 놓여진 츄파츕스나 충전기들이 너무 배려 넘쳐보였어욤????
점심에 가면 8500원에 즐길 수 있어서 건대 학생분들한테도 좋을 것 같아용(●'?'●)
?
?
?
#소신이쏘 #소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건국대 #건대밥집 #ad_ #먹스타그램 #먹팔 #먹팔해요 #먹스타 #맛집 #대학생",1
"#협찬
오랜만에 외출해서 소갈비찜??
중간단계로 먹었는데 맵부심있는 분들은 무조건 5단계 추천!
내사랑 모짜렐라치즈사리까지 헿???
.
.
.
#소신이쏘 #소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_",1
,0
"매운맛이 땡길땐 소갈비찜 <소신이쏘>
크림소갈비찜 부드러운 매운맛 ??

신촌점과 건대점이 있는 소갈비찜 맛집
소신이쏘
저는 건대점으로 다녀왔는데요
엄청 깔끔하고 친절하셔서 좋았어요

??크림소갈비찜 1인분 14,500원
꺄 로제 좋아하신다면 크림소갈비찜 완전 추천
크림의 부드러움과 매운맛이 만나 맵찔이도 맛있게 먹을 수 있는 소갈비찜이에요

당면과 떡사리는 무한리필이 가능해요
근데 기본으로 들어가있는것도 양이 많아서
리필은 안해먹었어요 (엄청 배불렀어요)

매운맛은 총 5단계로 저는 2단계인 장지로 골랐는데 딱 적당히 매콤하고 좋았어요
매운맛을 더 느끼시고싶다면 3단계부터 선택하면 될것같아요 !

꾸덕한 크림소스에 부드럽고 야들야들한 소갈비
진짜 맛있어요ㅠㅠㅠ 잡내 하나도 없고 질기지않은 소갈비 ?? 앞으로 갈비찜은 소신이쏘에서 먹는걸루 탕탕탕

평일 점심에 가면 매운갈비찜이 8,500원이라니 ! 가성비대마왕 소신이쏘 사이드메뉴들도 다양하고 가성비 좋아요 저희는 계란찜으로 선택했는데 갈비찜이랑 먹기 너무 좋았어요

담번에 가면 볶음밥까지 뿌시고와야겠어요 :)

??건대점 위치 :서울 광진구 아차산로31길 9-1 2층
??신촌점 위치 :서울 서대문구 연세로5가길 19 1층

#협찬 #소신이쏘 #소신이쏘건대점 #소신이쏘신촌점 #소신이쏘크림소갈비찜 #크림소갈비찜 #로제갈비찜 #매운갈비찜
#건대입구역맛집 #건대맛집 #건대입구역 #건대밥집 #건대갈비찜 #건대역고깃집 #건대핫플 #건대 #소갈비찜 #소갈비찜맛집 #먹스타그램 #맛스타그램 #고기스타그램 #먹팔 #먹팔해요 #먹팔환영 #선팔하면맞팔",1
"건대 갈비찜이 맛있는 소신이쏘

#협찬 #블로그협찬
#건대갈비찜 #건대갈비집 #건대갈비찜맛집 #소신이쏘 #건대소신이쏘",1
"#협찬 #소신이쏘 #소신이쏘건대점

너무 사랑스러운 #갈비찜 ????
고기가 진짜 야들야들한게
부들부들 먹기도 좋고 맛있어
이 날 먹은건 매운 갈비찜
맵기조절 가능!
여긴 또 계란찜 왤케 커ㅋㅋㅋ
당면과 떡사리는 무한리필!
근데 이미 넘 많이 주셔서 리필 한 번도 못했음ㅠ
배 터지는줄ㅋㅋㅋ

사장님 완전 친절하시고
신촌점 소신이쏘도 꼭 가보라고하셨는데
신촌점 가게되면 크림갈비찜 먹어야징?

#건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_ #신촌맛집 #신촌술집",1
"#협찬 #건대맛집 #소신이쏘건대점
크림소갈비찜으로 꽤나 유명한 그곳!
신촌점도 있던데 오늘은 건대점 방문??

로제크림의 갈비찜도 무척 땡겼지만,
오리지널의 매콤함이 자꾸 생각나서...??
중간맛 정도의 너낌으로 중지를 시켰는데
치즈사리까지 넣을 땐 검지정도는 되야
맵부심 있는 분은, 아 매콤하구나~ 할 듯!

맵기를 떠나서 푸짐한 사리와 감칠맛??
볶음밥도 시켰어야 하는데 탄수화물섭취 좀 줄여보겠다는 어리석은 생각에 놓쳤...
여러분은 꼭 제 몫까지 볶음밥 먹어주세요??
.
.
#먹스타그램 #소신이쏘#건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_",1
"#협찬 #건대소신이쏘

신촌에도 있고 건대에도 있는
유명한 갈비찜 전문점??

브레이크타임 끝나는 시간 딱 맞춰서 5시
입장했는데 포장손님들
데이트 하는 어린커플들 많네요??
저까지 어려지는기분??

??매운소갈비찜+계란찜+주먹밥
맵기 5단계로 조절 가능하더라구요
중지로 시켜보았어요
짝꿍이가 맵찔이인데딱좋은데? 이러더라구요
맛있게 매운맛 이었어요??
크흐 얼큰하고 고기도 부드럽고
주먹밥과 계란찜의 푸짐한 양과 조화가 일품????

쿠폰도 1인분당 도장1개쾅??
혜자로 찍어주시고 나이스??

왜 커플들이많고 단골분들이 많은지
이해가 팍 되는 곳 이었습니다
다음에는 크림소갈비찜도 먹으러 와볼래요

#찐맛집 #소신이쏘 #소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집",1
"#협찬 #뭉쓰푸드_건대입구 #소신이쏘

[부드러운 갈비와 탱글한 당면이 매력적인 크림소갈비찜]

건대에서 든든하고 맛있게 1차를 즐길 수 있는 소신이쏘!
보통 건대를 갈 때면 항상 국물 안주 하나에 부어라 마셔라,,
먹고 죽자(?)는 느낌이라 담날에 속이 뒤집어지곤 했어요 ㅠ

하지만 이번에는 든든하게 1차를 먹고 2차로 가기 위해
소신이쏘에서 크림소갈비찜을 냠냠했어요 ^^
건대에서는 벌써 맛집으로 소문났는지
초저녁에 방문했는데도 사람들이 가득 있더라고요?

저는 맵찔이기에 크림소갈비찜과 주먹밥, 맥주를 주문!
직원분께서 센스있게 맥주를 먼저 가져다 주셔서
시원하게 벌컥벌컥 드링킹했답니다.

크림소갈비찜은 거의 다 익혀 나와서 살짝 끓인 다음에
바로 먹을 수 있는데요~ 갈비가 부드럽고 양념이
잘 배어 있어서 당면으로 돌돌 감싸서 한 입 크게 먹으면?
입 안 가득,, 행복이 굴러 당겨요 ^^

주먹밥도 김치, 단무지, 멸치, 계란 등등 재료가 푸짐하게
들어가서 주먹밥만 먹어도 맛있었어요~
주먹밥만 먹어도 맛있는데 갈비찜까지 합쳐진다?
진짜 맥주 도둑이더라고요..ㅎ

더운 날 매콤하고 고소한 크림소갈비찜에 맥주 한 잔은
살.앙.입.니.다. ♥

?? 크림소갈비찜 : 14,500원
?? 주먹밥 : 3,000원

?? 상호명 : 소신이쏘 건대점
☎? 전화번호 : 02-461-4616
? 영업시간 : 매일 12:00~22:00
?? 주소 : 서울시 광진구 아차산로31길 9-1 2층 (화양동 9-19)

#소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_ #먹스타 #먹스타그램 #먹스타환영 #먹팔 #먹팔맞팔 #먹팔해요 #먹팔환영 #맞팔 #맞팔해요 #선팔환영 #뭉쓰푸드",1
"적당한 맵기와 간이 너무 좋았다. 고기도 부드럽고 당면을 추가했을때도 푸짐하게 많이 주심!! 볶음밥도 있던데 하필 딱 밥이 떨어져서 못 먹었다ㅠㅠ #소신이쏘건대점 방문한다면 볶음밥도 먹어보는걸 추천함!!
.
.
.
#협찬 #소신이쏘 #소신이쏘건대점 #건대맛집 #건대맛집추천 #건대입구 #소갈비찜 #갈비찜맛집 #건대핫플 #건대데이트 #건대술집 #건대핫플레이스 #건대점심 #건대밥집 #ad_",1
,0
,0
"건대맛집??고기를 당일 직접 손질하여 판매해서 신선해용??양념소갈비 생소갈비 둘다 넘 맛잇은데 양념소갈비 적당히 맛잇게 양념되어잇어서 좋앗어용 양념은 신선하지않은 고기 양념 맛으로 가리는경우가 있는데 여기는 신선해서 적당히 맛잇게 양념해서 좋앗어용??돼지특수부위가 신메뉴로 가성비 최고엿어용?? 김치말이 국수 맛잇구 된찌랑 묵사발 사이드로 나왓는데 고기만 먹기 허전함을 채워주기 짱??창문이 트여 있어 분위기가 좋은 데이트장소, 회식장소??추천! 참숯만 사용해 고기가 더 맛있어용??안타고 잘 굽굽되서 좋앗어용 배달앱을 통해 배달로도 맛있는 고기를 먹을 수 있는곳??
#협찬 #건대맛집 #건대맛집추천 #건대맛집베스트 #건대맛집존맛 #건대맛집베스트10 #건대고기집 #건대고기맛집 #건대소고기 #건대술집 #건대회식장소 #건대모임장소 #건대고기굽는놈 #건대고기 #건대삼겹살 #돼지특수부위 #건대항정살 #ad #건대소주 #좋반 #좋반테러",1
"#광고 #고기굽는놈
?
건대 고기 맛집으로 소문난
고기굽는놈 다녀왔는데??
?
고깃집이 이렇게 분위기가
좋아도 되는 건가요??
?
가성비 가심비 모두 잡아
오늘부터 단골 예약?
.
.",1
"#협찬 #고기굽는놈??
건대 소갈비살 맛집 <고기굽는놈>
.
고기는 언제나 옳다♡ 가성비 갑! 고퀄리티의 맛있는 소갈비살을 먹을수 있는 건대 #고놈 후기?
.
??소갈비살 세트(400g+차돌된장찌개+묵사발) 37.0
.
건대 먹자골목 메인거리에 있는 고놈은 1,2층 건물 통으로 쓰는 깔끔한 매장이었어요! 참숯을 사용해 굽고?? 당일 직접 손질한 신선한 고기만 판매한다니 주문전부터 넘나 기대기대??
.
소갈비살을 주문하면 생/양념중에 선택하거나 반반도 고를수 있는데, 저희는 둘다 먹어보고싶어서 반반을 골랐어요!
크.. 신선한 소갈비살?? 비주얼 보이시나요?
처음은 생갈비살 부터 꿉기 시작했는데, 완전 부드러운 육즙팡팡 소고기??
제 고기지론 아시죠? 맛있는 고기는 소금에만 찍어먹어도 존맛탱인것!! 그냥 소금에만 찍어먹어도 맛있는데, 파채랑 양파, 깻잎장아찌 등 밑반찬이?REAL?정말 맛있더라구요!
.
상추에 깻잎장아찌 하나 올려서 양파, 파채조금과 꼬기, 쌈장과 마늘까지 한쌈에 와앙-☆ 먹으면 입안에서 춤을추는 맛의 파노라마????
.
양념 갈비살도 달달하다기보다는 짭쪼름하면서 좀더 오동통한 소갈비살이더라구요! 씹는 식감이 진짜 미챠따요??
제 베스트 조합은 깻잎장아찌랑 파채??..☆
같이 나온 묵사발도 시원하고 넘 맛있었어요. 저는 찌개를 잘 먹지 않는 편인데 요기 찌개도 고기랑 잘어울려서 밥한공기?? 뚝딱해버렸답니다??
.
소갈비가 정말 가성비도 좋고 맛있어서 다음에 또 오고싶은 곳이었어요!???? 이번에 돼지??특수부위도 신메뉴로 나왔다고해서 그것도 맛보고 싶더라구요♡
.
?? 서울 광진구 아차산로31길 8 고기굽는놈
?? 평일 15:00-22:00, 주말 12:00-22:00
.
#건대맛집 #건대맛집추천 #건대맛집베스트 #건대맛집존맛 #건대맛집베스트10 #건대고기집 #건대고기맛집 #건대소고기 #건대술집 #건대회식장소 #건대모임장소 #건대고기굽는놈 #건대고기 #건대삼겹살 #돼지특수부위 #건대항정살 #ad_ #일상 #데일리 #소통 #맞팔 #첫줄반사 #맛집 #먹스타그램 #맛스타그램 #먹팔 #먹팔맞팔",1
"#협찬 고기복터져서 2일연속 ?????? ??
간만에 대학가근처서 YOUNG한 기분 느끼구왔어요ㅎㅎ

네이버평점 4.7점이상인 소고기 돼지고기 맛집이라 기대가 컸는데 끝도없이 나오는 사이드메뉴와 맛좋은 소갈비살영접에
가성비좋게 맛나게 먹구왔슴미당??
참숯불에 구우니 뭔들~!
담번엔 ????돼지고기세뚜쎄뚜 도전해보려그용 양옆에서 다들 돼지뜯구계시더라구용ㅎㅎ

빠질수없는 #테라 #맥주 는 덤????

#건대맛집 #건대맛집추천 #건대맛집베스트 #건대맛집존맛 #건대맛집베스트10 #건대고기집 #건대고기맛집 #건대소고기 #건대술집 #건대회식장소 #건대모임장소 #건대고기굽는놈 #건대고기 #건대삼겹살 #돼지특수부위 #건대항정살 #ad_",1
"? 건대 [고기굽는놈] ?

오랜만에 고기 먹으러 갔다왔어요??가성비가 좋아서 부담없이 많이 먹을 수 있었어요??분위기도 좋아서 즐거운 시간 보내며 맛있게 먹었네요! 건대 맛집 고기굽는 놈 추천드려요???????♀?

#건대맛집 #건대입구맛집 #건대맛집베스트10 #건대고기집 #건대삼겹살 #건대소고기 #건대고기맛집 #건대맛집추천 #건대술집 #건대역맛집 #건대핫플레이스 #건대핫플 #건대데이트 #건대데이트코스 #건대회식장소 #건대모임장소 #건대밥집 #건대저녁 #건대특수부위 #건대고기굽는놈 #맛집 #맛스타그램 #맛집추천 #맛집스타그램 #맛점 #맛집탐방 #맛집투어 #서울맛집 #맛집투어 #맛집그램 #광고",1
"#협찬

가성비 좋은 건대 맛집<고기굽는놈>
분위기도 좋아 데이트장소,회식장소로도 좋은 고깃집,정갈한 밑반찬들에 사이드메뉴까지 전부 깔끔하고 맛있었던 곳??",1
"#건대#고기굽는놈
-
가성비 좋은 고기맛집
입안에서 벌어지는 파티
-
분위기 좋은 건대맛집
건대에서 고기 생각날때
꼭 가는 집
담에도 여기다 ㅋㅋ
-
-",1
"가성비가 좋은 고기집 소개합니다.
바로바로 건대맛집 ""고기굽는놈""입니다.
숯불에 갈비살을 구우면 고기에 맛있는
숯향이 입혀져 맛을 한층 더해줘요.
갈비살 한쌈먹고 묵사발 쫙~~ 마시면
더위가 싹 달아나네요??

건대역 2번출구에서 가까워요.
건대에서 고기가 생각난다면 고기굽는놈으로
방문해 보세요????

#광고 #건대맛집 #건대입구맛집 #건대맛집베스트10 #건대고기집 #건대삼겹살 #건대소고기 #건대고기맛집 #건대맛집추천 #건대술집 #건대역맛집 #건대핫플레이스 #건대핫플 #건대데이트 #건대데이트코스 #건대회식장소 #건대모임장소 #건대밥집 #건대저녁 #건대특수부위 #건대고기굽는놈",1
"#광고 [서울 건대] 고기굽는놈

??건대 고기집 찾으시는 분들? 제 피드 봐주세용?
건대 고기드시러가면서 여기 모르면 안된다지요~ 요새 맛있다고 핫플된곳??

? 고기 존맛탱 고깃집 [고기굽는놈]
? 가성비 구웃~? 갈비살 대추천!
? 분위기도 좋아요! ?? ?? 약간요런분위기??

??서울특별시 광진구 아차산로31길 8 고기굽는놈",1
"#광고
??건대 고놈
??특수부위
??소고기

아 건대 고놈 진짜 저번 피드에서도 말했었지만
부들부들 야들야들 최고라구요?????♀?

특수부위도 팔고 가성비도 좋고 분위기도 괜찮은데 안 갈 이유 X..

건대에서 고기 먹을거면 고놈으로 달려가세요",1
